"","Details","MRP_Rs","SellPrice_Rs","Discount_Percent","SellingDate","Quantity"
"16350","structured zari cotton blend festive wear womens regular saree - sky blue",5700,2280,60,2022-06-17,7
"16351","printed zari silk blend festive wear womens regular saree - pink",3999,1599,60,2022-07-25,9
"16352","structured zari silk blend festive wear womens regular saree - white",3995,2397,40,2022-07-16,8
"16353","structured zari silk blend festive wear womens regular saree - pink",4799,2159,55,2022-10-28,9
"16354","structured zari cotton blend festive wear womens regular saree - white",5700,2280,60,2022-06-05,9
"16355","checks zari silk blend festive wear womens regular saree - peach",4799,2399,50,2022-10-14,7
"16356","structured zari silk blend festive wear womens regular saree - yellow",4799,2159,55,2022-08-14,8
"16357","floral zari silk blend festive wear womens regular saree - navy",4599,2299,50,2022-10-16,8
"16358","solid zari linen festive wear womens regular saree - navy",5500,2200,60,2022-07-16,9
"16359","printed zari silk blend festive wear womens regular saree - green",3999,1599,60,2022-07-15,8
"16360","structured zari linen festive wear womens regular saree - orange",3675,2021,45,2022-07-15,7
"16361","printed zari linen festive wear womens regular saree - blue",3475,1563,55,2022-06-04,9
"16362","solid zari silk blend festive wear womens regular saree - navy",4599,2069,55,2022-10-23,8
"16363","printed zari linen festive wear womens regular saree - off white",3475,1737,50,2022-06-13,8
"16364","structured zari silk blend festive wear womens regular saree - yellow",4799,2399,50,2022-07-27,7
"16365","structured zari silk blend festive wear womens regular saree - maroon",4995,2497,50,2022-07-05,7
"16366","solid zari linen festive wear womens regular saree - blue",3475,1911,45,2022-11-11,7
"16367","checks zari linen festive wear womens regular saree - grey",3475,1737,50,2022-07-04,8
"16368","floral zari cotton blend festive wear womens regular saree - green",4747,2136,55,2022-07-05,9
"16369","structured zari silk blend festive wear womens regular saree - red",4799,2159,55,2022-07-12,7
"16370","floral zari linen festive wear womens regular saree - sky blue",3299,1814,45,2022-06-30,7
"16371","structured zari silk blend festive wear womens regular saree - white",5500,2475,55,2022-09-30,9
"16372","solid zari silk blend festive wear womens regular saree - burgundy",5500,2475,55,2022-07-23,9
"16373","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-09-05,8
"16374","structured zari silk blend festive wear womens regular saree - burgundy",5500,2475,55,2022-08-15,9
"16375","floral zari silk blend festive wear womens regular saree - purple",4599,2069,55,2022-07-05,8
"16376","solid zari linen festive wear womens regular saree - blue",3475,1737,50,2022-09-15,9
"16377","solid zari silk blend festive wear womens regular saree - purple",4999,2999,40,2022-11-09,9
"16378","solid zari linen festive wear womens regular saree - green",3475,1911,45,2022-06-11,7
"16379","floral zari cotton blend festive wear womens regular saree - green",4747,2136,55,2022-08-13,7
"16380","structured zari silk blend festive wear womens regular saree - peach",5500,2475,55,2022-10-03,7
"16381","structured zari cotton blend festive wear womens regular saree - sky blue",5700,2280,60,2022-10-11,8
"16382","floral zari cotton blend festive wear womens regular saree - peacock",4747,2136,55,2022-06-22,7
"16383","stripes zari linen festive wear womens regular saree - multi",3675,2021,45,2022-08-06,7
"16384","solid zari silk blend festive wear womens regular saree - grey",5500,2750,50,2022-10-21,8
"16385","checks zari linen festive wear womens regular saree - multi",3475,1563,55,2022-09-02,9
"16386","solid zari silk blend festive wear womens regular saree - red",5500,2750,50,2022-06-09,8
"16387","stripes zari chiffon festive wear womens regular saree - multi",5700,2850,50,2022-10-29,7
"16388","structured zari silk blend festive wear womens regular saree - purple",4599,2299,50,2022-08-30,7
"16389","structured zari linen festive wear womens regular saree - pink",5500,3025,45,2022-10-04,9
"16390","solid zari silk blend festive wear womens regular saree - purple",4599,2069,55,2022-06-05,8
"16391","floral zari silk blend festive wear womens regular saree - mustard",3995,2397,40,2022-08-02,9
"16392","printed zari cotton blend festive wear womens regular saree - orange",3475,1737,50,2022-06-15,9
"16393","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-07-24,8
"16394","structured zari silk blend festive wear womens regular saree - pink",4799,2159,55,2022-10-11,9
"16395","structured zari silk blend festive wear womens regular saree - black",5900,2655,55,2022-06-02,8
"16396","checks zari silk blend festive wear womens regular saree - navy",4799,2159,55,2022-10-15,8
"16397","solid zari cotton blend festive wear womens regular saree - khaki",4545,2272,50,2022-07-02,9
"16398","floral zari linen festive wear womens regular saree - white",3299,1814,45,2022-08-09,9
"16399","printed zari linen festive wear womens regular saree - sea green",3475,1737,50,2022-06-07,8
"16400","structured zari silk blend festive wear womens regular saree - sky blue",4799,2159,55,2022-07-16,9
"16401","embellished zari silk blend festive wear womens regular saree - green",4599,2069,55,2022-08-22,8
"16402","floral zari linen festive wear womens regular saree - white",3299,1814,45,2022-09-21,8
"16403","structured zari linen festive wear womens regular saree - grey",3675,2021,45,2022-07-17,8
"16404","geometric zari linen festive wear womens regular saree - white",3475,1911,45,2022-09-03,8
"16405","floral zari linen festive wear womens regular saree - black",3475,1911,45,2022-06-14,8
"16406","structured zari silk blend festive wear womens regular saree - yellow",4799,2159,55,2022-07-10,9
"16407","structured zari silk blend festive wear womens regular saree - dark pink",4799,2159,55,2022-06-09,8
"16408","printed zari silk blend festive wear womens regular saree - turquoise",3475,1563,55,2022-08-09,7
"16409","structured zari linen festive wear womens regular saree - white",3675,2021,45,2022-06-16,7
"16410","solid zari cotton blend festive wear womens regular saree - pink",4545,2272,50,2022-07-05,8
"16411","floral zari linen festive wear womens regular saree - grey",3475,1911,45,2022-09-16,9
"16412","structured zari silk festive wear womens regular saree - black",6500,3250,50,2022-07-05,7
"16413","floral zari cotton blend festive wear womens regular saree - yellow",4747,2136,55,2022-10-06,9
"16414","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-10-04,8
"16415","structured zari silk blend festive wear womens regular saree - pink",4799,2159,55,2022-10-01,8
"16416","solid zari linen festive wear womens regular saree - yellow",5500,2200,60,2022-07-14,8
"16417","structured zari linen festive wear womens regular saree - black",3675,2021,45,2022-06-18,8
"16418","multi-colorblock katan silk traditional women kanjivaram saree - mustard",7500,1875,75,2022-06-12,9
"16419","stripes zari silk blend festive wear womens regular saree - red",4799,2159,55,2022-08-03,8
"16420","solid zari linen festive wear womens regular saree - green",5500,2200,60,2022-06-29,9
"16421","solid zari silk blend festive wear womens regular saree - black",5500,2475,55,2022-08-20,8
"16422","solid zari net festive wear womens regular saree - red",1995,1396,30,2022-11-11,7
"16423","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-08-11,8
"16424","printed zari linen festive wear womens regular saree - orange",3475,1563,55,2022-08-27,8
"16425","structured zari silk blend festive wear womens regular saree - navy",5900,2655,55,2022-07-27,8
"16426","floral zari cotton blend festive wear womens regular saree - green",4545,2272,50,2022-08-23,7
"16427","structured zari silk blend festive wear womens regular saree - green",4799,2159,55,2022-09-27,9
"16428","solid zari silk blend festive wear womens regular saree - green",5500,2475,55,2022-07-17,9
"16429","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-08-19,9
"16430","floral zari linen festive wear womens regular saree - blue",3475,1911,45,2022-06-03,7
"16431","structured zari silk blend festive wear womens regular saree - pink",4799,2159,55,2022-10-21,7
"16432","solid zari cotton blend festive wear womens regular saree - white",4545,2272,50,2022-06-16,8
"16433","structured zari linen festive wear womens regular saree - white",3675,2021,45,2022-06-26,8
"16434","printed zari linen festive wear womens regular saree - sea green",4500,2025,55,2022-09-01,7
"16435","printed zari linen festive wear womens regular saree - black",5500,2200,60,2022-07-22,8
"16436","structured zari linen festive wear womens regular saree - sky blue",3675,2021,45,2022-06-16,8
"16437","structured zari linen festive wear womens regular saree - orange",3675,2021,45,2022-09-08,7
"16438","floral zari linen festive wear womens regular saree - blue",3299,1814,45,2022-10-18,7
"16439","stripes zari chiffon festive wear womens regular saree - peach",5700,2850,50,2022-09-18,7
"16440","checks zari silk blend festive wear womens regular saree - pink",4799,2159,55,2022-06-28,7
"16441","solid zari silk festive wear womens regular saree - pink",6500,3250,50,2022-09-24,7
"16442","structured zari silk blend festive wear womens regular saree - peach",5900,2655,55,2022-06-27,9
"16443","stripes zari chiffon festive wear womens regular saree - maroon",5700,2850,50,2022-10-01,9
"16444","embellished zari silk blend festive wear womens regular saree - blue",4599,2069,55,2022-10-21,8
"16445","solid zari silk blend festive wear womens regular saree - green",5500,2200,60,2022-09-03,9
"16446","solid zari linen festive wear womens regular saree - white",3299,1649,50,2022-07-02,7
"16447","solid zari silk blend festive wear womens regular saree - red",4999,2999,40,2022-06-09,8
"16448","structured zari silk blend festive wear womens regular saree - baby pink",4799,2159,55,2022-10-21,8
"16449","stripes zari linen festive wear womens regular saree - blue",3475,1911,45,2022-11-03,9
"16450","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-09-10,8
"16451","printed zari linen festive wear womens regular saree - lime green",3475,1737,50,2022-07-03,8
"16452","structured zari cotton blend festive wear womens regular saree - cream",5700,2280,60,2022-07-11,7
"16453","structured zari silk blend festive wear womens regular saree - blue",5700,2565,55,2022-06-03,9
"16454","embellished zari silk blend festive wear womens regular saree - grey",4599,2069,55,2022-08-04,7
"16455","structured zari cotton blend festive wear womens regular saree - yellow",4747,2136,55,2022-10-12,7
"16456","solid zari cotton blend festive wear womens regular saree - maroon",4545,2272,50,2022-10-09,8
"16457","structured zari silk blend festive wear womens regular saree - navy",4599,2069,55,2022-08-17,8
"16458","printed zari silk blend festive wear womens regular saree - red",5500,3025,45,2022-07-31,8
"16459","structured zari silk blend festive wear womens regular saree - black",5500,2750,50,2022-07-10,8
"16460","solid zari silk blend festive wear womens regular saree - multi",5500,2475,55,2022-10-10,9
"16461","floral zari linen festive wear womens regular saree - pink",3475,1911,45,2022-10-25,9
"16462","stripes zari linen festive wear womens regular saree - blue",5500,2200,60,2022-07-27,9
"16463","structured zari silk blend festive wear womens regular saree - yellow",4799,2159,55,2022-06-19,8
"16464","printed zari linen festive wear womens regular saree - maroon",3475,1737,50,2022-09-29,8
"16465","structured zari silk blend festive wear womens regular saree - yellow",4799,2159,55,2022-10-26,8
